시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
화산교회,전라북도 완주군 화산면 화산로 830-24,전라북도 완주군 화산면 화평리 552-7,화산교회,063-263-5044,화산교회,"독거노인, 결식우려 저소득 재가노인",중식(12:00-13:00),화,2019-02-01,2019-12-31,36.0355584371,127.2026913088,2019-09-04,4720000,전라북도 완주군
구이노인복지센터,전라북도 완주군 구이면 하학길 37-18,전라북도 완주군 구이면 원기리 749,구이노인복지센터,063-222-6085,구이노인복지센터,"독거노인, 결식우려 저소득 재가노인",중식(11:50-12:30),"수, 토",2019-02-01,2019-12-31,35.7315175,127.1162114,2019-09-04,4720000,전라북도 완주군
선산읍교회,경상북도 구미시 선산읍 선산중앙로 47,경상북도 구미시 선산읍 이문리 18,선산읍교회,054-482-1900,선산읍교회,65세이상 노인,중식(11:30~12:30),화+수,2009-09-22,,36.2420173337,128.2961615383,2019-08-30,5080000,경상북도 구미시
나눔과기쁨 무료급식소,경상북도 구미시 봉곡동로2길 4(봉곡동),경상북도 구미시 봉곡동 294-2,구미봉곡교회,,구미봉곡교회,60세이상노인,중식(11:30~12:30),수,2014-01-01,,36.1510578989,128.3152410034,2019-08-30,5080000,경상북도 구미시
참사랑나눔동행,경상북도 구미시 신시로8길 7-6(형곡동),경상북도 구미시 형곡동 855-1 대동상가(형곡동),참사랑나눔동행,054-451-8700,참사랑나눔동행,70세이상 노인,중식(11:30~12:30),화+수+목,2009-03-06,,36.1135614340,128.3401191272,2019-08-30,5080000,경상북도 구미시
포도나무동산교회(사랑의 밥퍼),경기도 양평군 양평읍 시민로39번길 19,경기도 양평군 양평읍 양근리 170-43,포도나무동산교회,031-775-2509,"양평역, 용문역","독거노인, 결식노인, 노숙인, 저소득층 등",12:00-13:00,토요일,2004-07-01,,37.4920938,127.4954637,2019-02-28,4170000,경기도 양평군
반남경로당,전라남도 나주시 반남면 고분로 607-7,전라남도 나주시 반남면 흥덕리 산3-2,나주시니어클럽,061-334-7090,반남경로당,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,34.904052,126.652448,2019-07-01,4830000,전라남도 나주시
정선군종합사회복관,강원도 정선군 정선읍 봉양7길 16,강원도 정선군 정선읍 봉양리 144-5,정선종합사회복지관,033-562-2922,복지관내,결식이우려되는어르신,12:00-13:00,주5일,2019-03-01,2019-12-31,37.377921,128.664488,2019-06-30,4290000,강원도 정선군
구미종합사회복지관,경상북도 구미시 검성로 103-2(황상동),경상북도 구미시 황상동 110,사회복지법인 대구가톨릭사회복지회,054-472-5060,구미종합사회복지관,60세이상 노인,중식(11:30~12:30),화+목(2째주 월+화+수+목+금),2009-01-07,,36.1185013359,128.4282471824,2019-08-30,5080000,경상북도 구미시
금오종합사회복지관,경상북도 구미시 문장로 110(도량동),경상북도 구미시 도량동 666,사회복지법인 대한불교조계종 사회복지재단,054-458-0230,금오종합사회복지관,60세이상 노인,중식(11:30~12:30),화+목,2008-11-11,,36.1435155200,128.3326691764,2019-08-30,5080000,경상북도 구미시
자원봉사보령복지회,충청남도 보령시 행복로 5-9,충청남도 보령시 대천동 441-2,자원봉사보령복지회,,자원봉사보령복지회,"기초수급, 차상위 노인",12:00,주1일(월),2019-01-01,2019-12-31,36.3535370,126.5930348,2019-09-07,4510000,충청남도 보령시
강남노인종합복지관,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,강남노인종합복지관,02-549-7070,강남노인종합복지관,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~13:00),,,,37.5159099376,127.0521408548,2020-03-01,3220000,서울특별시 강남구
금암노인복지관,전라북도 전주시 덕진구 삼송5길 12,전라북도 전주시 덕진구 금암동 1546-1,금암노인복지관,063-253-5728,금암노인복지관,"기초생활수급자, 차상위, 저소득층",중식(12:00-13:00),월+화+수+목+금+토,2001-05-30,2019-12-31,35.8432754,127.1372986,2019-08-30,4640000,전라북도 전주시
안골노인복지관,전라북도 전주시 덕진구 안골1길 11,전라북도 전주시 덕진구 인후동1가 764-5,안골노인복지관,063-243-4377,안골노인복지관 지하식당,"기초수급자 및 차상위계층 노인, 저소득 독거노인",중식(11:30-12:30),월+화+수+목+금,2002-01-01,2019-12-31,35.8384034,127.1570463,2019-08-30,4640000,전라북도 전주시
단양노인복지관,충청북도 단양군 단양읍 별곡1로 17,,대한불교천태종복지재단,043-421-7100,단양노인복지관,노인복지관 이용인,12:00-13:00,,,,36.9847368144,128.3674437291,2020-04-01,4480000,충청북도 단양군
단양장애인복지관,충청북도 단양군 단양읍 별곡5길 5,,대한불교천태종복지재단,043-423-2828,단양장애인복지관,장애인복지관 이용인,12:00-13:00,,,,36.9852938,128.3686286,2020-04-01,4480000,충청북도 단양군
충주댐효나눔복지센터,충청북도 단양군 매포읍 평동38길 8-4,,한국YWCA연합회후원회,043-421-1305,충주댐효나눔복지센터,65세이상 지역주민,12:00-13:00,,,,37.0315207569,128.2961773778,2020-04-01,4480000,충청북도 단양군
구세군안성공도나눔의집,경기도 안성시 공도읍 고무다리길 16,경기도 안성시 공도읍 승두리 63-18,재대한구세군유지재단,031-658-5731,구세군안성공도나눔의집,"저소득 노인, 결식노인 등",중식(11:00~13:00),,2002-01-16,,36.9980605,127.1697981,2020-03-18,4080000,경기도 안성시
안성시노인복지관,경기도 안성시 장기로 109,경기도 안성시 낙원동 68-24,재대한구세군유지재단,031-674-0794,안성시노인복지관,"저소득 노인, 결식노인 등",중식(11:00~13:00),,2006-01-10,,37.0043438,127.2750849,2020-03-18,4080000,경기도 안성시
나눔의 집,부산광역시 북구 덕천2동 661-1,부산광역시 북구 금곡대로 61,대한적십자사 부산지사,02-889-9582,나눔의 집,독거노인,중식(11:30-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.215626,129.004368,2017-04-19,B460004,대한적십자사
서부희망나눔봉사센터,대구광역시 달성군 화원읍 비슬로 2555 광덕빌딩 4층,대구광역시 달성군 천내리 256-6,대한적십자사 대구지사,051-338-1465,서부희망나눔봉사센터,취약계층 노인,중식(11:30-13:00),화+수,2017-01-01,2017-12-31,35.803291,128.496406,2017-04-19,B460004,대한적십자사
동부희망나눔봉사센터,인천광역시 연수구 함박뫼로220,인천광역시 연수구 함박뫼로 220,대한적십자사 인천지사,053-638-9512,연수구급식소,취약계층 노인,중식(11:30-13:00),월+화+수+목+금,2017-01-01,2017-12-31,37.419607,126.689947,2017-04-19,B460004,대한적십자사
충주희망나눔봉사센터,충청북도 충주시 용산로 3,충청북도 충주시 용산로 3,대한적십자사 충청북도지사,043-847-7989,충주희망나눔봉사센터,독거노인,중식(11:00-13:00),화+목,2017-01-01,2017-12-31,36.965233,127.934406,2017-04-19,B460004,대한적십자사
천안희망나눔봉사센터,충청남도 천안시 서북구 개목 4길 48,충청남도 천안시 서북구 성정동 1004,대한적십자사 대전세종충청남도지사,031-653-1318,천안희망나눔봉사센터,독거노인,중식(11:00-12:00),월+화+수+목+금+토,2017-01-01,2017-12-31,36.8181907,127.133864,2017-04-19,B460004,대한적십자사
공주희망나눔봉사센터,충청남도 공주시 봉황로 125,충청남도 공주시 교동 120,대한적십자사 대전세종충청남도지사,032-321-6735,공주희망나눔봉사센터,독거노인,중식(09:00-13:00),월+화+수+목,2017-01-01,2017-12-31,36.457293,127.120834,2017-04-19,B460004,대한적십자사
보령희망나눔봉사센터,충청남도 보령시 보령북로 59,충청남도 보령시 대천동 106-1,대한적십자사 대전세종충청남도지사,031-902-1941,보령희망나눔봉사센터,독거노인,중식(12:00-13:00),수,2017-01-01,2017-12-31,36.351675,126.5988202,2017-04-19,B460004,대한적십자사
구미적십자나눔터,경상북도 구미시 구미중앙로 17길 38,경상북도 구미시 구미중앙로 17길 38,대한적십자사 경북지사,063-462-3814,구미적십자나눔터,노인,중식(11:30-13:00),화,2017-01-01,2017-12-31,36.1307276969,128.335807,2017-04-19,B460004,대한적십자사
포항적십자나눔터(북구),경상북도 포항시 북구 용흥동 구 해양경찰서 내,경상북도 포항시 북구 용흥로28번길 9 구 해양경찰서 내,대한적십자사 경북지사,063-855-3126,포항적십자나눔터(북구),노인,중식(11:30-13:00),월,2017-01-01,2017-12-31,36.034291,129.356424,2017-04-19,B460004,대한적십자사
안동권씨회관,경상북도 안동시 안기천로 18 (지하 1층),경상북도 안동시 안기천로 18 지하 1층,대한적십자사 경북지사,063-626-0628,안동권씨회관,노인,중식(11:30-13:00),월+수+금,2017-01-01,2017-12-31,36.558902,128.716056,2017-04-19,B460004,대한적십자사
마산희망나눔봉사센터,경상남도 창원시 마산합포구 문화북5길 19,경상남도 창원시 마산합포구 평화동 12-5,대한적십자사 경상남도지사,061-753-3952,마산희망나눔봉사센터,"독거노인, 장애인",중식(11:30-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.1868800,128.558575,2017-04-19,B460004,대한적십자사
김해급식소,경상남도 김해시 가락로 15번길 37,경상남도 김해시 봉황동 17-13,대한적십자사 경상남도지사,061-651-5258,김해급식소,"독거노인, 장애인",중식(11:30-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.227397,128.878107,2017-04-19,B460004,대한적십자사
사천급식소,경상남도 사천시 선구1길 7,경상남도 사천시 선구동 115-2,대한적십자사 경상남도지사,054-247-8793,사천급식소,"독거노인, 장애인",중식(11:30-13:00),월+화+수+목+금,2017-01-01,2017-12-31,34.929892,128.071698,2017-04-19,B460004,대한적십자사
적십자사랑팡,제주특별자치도 제주시 전농로 7,제주특별자치도 제주시 전농로 7,대한적십자사 제주지사,054-452-1884,적십자사랑팡,"독거노인,조손가정, 장애인가정등",중식(12:00-13:00),화,2017-01-01,2017-12-31,33.504749,126.514062,2017-04-19,B460004,대한적십자사
미암면 복지회관,전라남도 영암군 미암면 곤미현로 937,전라남도 영암군 미암면 춘동리 642-13,미암면 노인회,061-471-1736,미암면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.698671,126.573252,2019-07-26,4940000,전라남도 영암군
학산면 복지회관,전라남도 영암군 학산면 독천로 245,전라남도 영암군 학산면 금계리 1309-3,학산면 노인회,061-473-2231,학산면 복지회관,60세이상 저소득 결식우려 어르신,12:00~14:00,월~금,2019-01-01,2019-12-31,34.725887,126.576196,2019-07-26,4940000,전라남도 영암군
삼계면새마을부녀회,전라남도 장성군 삼계면 영장로 1585,전라남도 장성군 삼계면 사창리 427-7,삼계면새마을부녀회,061-390-6973,삼계면사무소,60세 이상 저소득노인,중식(12:00-13:00),"매월 2,7일 포함일",2017-03-02,2017-12-31,35.2578921,126.6620046,2019-06-30,4980000,전라남도 장성군
대동종합사회복지관,대전광역시 동구 백룡로48번길79(대동),,대동종합사회복지관,042-673-8337,대동종합사회복지관,"기초생활수급자, 차상위, 저소득 독거노인",중식(12:00-13:00),월~금,2016-01-01,,36.330391,127.4503776,2019-09-06,3640000,대전광역시 동구
생명종합사회복지관,"대전광역시 동구 동부로56-7(판암동, 주공아파트4단지)",,생명종합사회복지관,042-283-9190,생명종합사회복지관,"기초생활수급자, 차상위, 저소득 독거노인",중식(11:30-12:30),월~토,2016-01-01,,36.3214638,127.4604025,2019-09-06,3640000,대전광역시 동구
남원사회복지관,전라북도 남원시 노송로 1255-9,전라북도 남원시 노암동 275,남원사회복지관,063-632-5252,남원사회복지관(급식소),기초수급 및 저소득층,점심,300,2011-01-01,2019-12-31,35.3962487332,127.3768526069,2019-09-10,4700000,전라북도 남원시
남원노인복지관,전라북도 남원시 금동로 50,전라북도 남원시 금동 347-2,남원노인복지관,063-625-9988,남원시노인복지관(급식소),기초수급 및 저소득층,점심,300,2014-01-01,2019-12-31,35.4030139040,127.372836,2019-09-10,4700000,전라북도 남원시
횡성시니어클럽,강원도 횡성군 횡성읍 내지리 146,강원도 횡성군 횡성읍 내지리 146,횡성시니어클럽,033-345-9898,배달,"65세 이상, 저소득 결식우려 독거노인",주2회,"월,금",2017-01-01,2017-12-31,37.5063881056,127.999001562,2017-05-22,4260000,강원도 횡성군
횡성군종합사회복지관,강원도 횡성군 횡성읍 횡성로 379,강원도 횡성군 횡성읍 읍하리 598,횡성군종합사회복지관,070-5073-1306,배달,"65세 이상, 저소득 결식우려 독거노인",주2회,"월,목 : 횡성읍 /화,금 : 갑천,공근 서원",2017-01-01,2017-12-31,37.4871574916,127.984440311,2017-05-22,4260000,강원도 횡성군
대덕구노인종합복지관,대전광역시 대덕구 계족로740번길 80,대전광역시 대덕구 읍내동 517-14,대덕구노인종합복지관,042-627-0767,대덕구노인종합복지관,저소득층,중식(12:00-13:00),"월,화,수,목,금",2017-01-01,2018-12-31,36.3782583557,127.4314525,2019-03-31,3680000,대전광역시 대덕구
법동종합사회복지관,대전광역시 대덕구 계족로664번길 27,대전광역시 대덕구 법동 188,법동종합사회복지관,042-633-0239,법동종합사회복지관,저소득층,중식(12:00-13:00),"월,화,수,목,금,토",2017-01-01,2018-12-31,36.3709485515,127.4313047395,2019-03-31,3680000,대전광역시 대덕구
중리종합사회복지관,대전광역시 대덕구 계족로663번길 34,대전광역시 대덕구 법동 283-1,중리종합사회복지관,042-628-1476,중리종합사회복지관,저소득층,중식(12:00-13:00),"월,화,수,목,금,토",2017-01-01,2018-12-31,36.3706044031,127.4247372561,2019-03-31,3680000,대전광역시 대덕구
